"","key","value","oddOrEven","year"
"133",266,"Les Diaboliques (1955) dir. Henri-Georges Clouzot
From the novel by Pierre Boileau and Thomas Narcejac","even","1955"
"134",268,"The Barker (1928) dir. George Fitzmaurice","even","1928"
"135",270,"The House of Rothschild (1934) dir. Alfred L. Werker","even","1934"
"136",272,"Bedtime Story (1964) dir. Ralph Levy","even","1964"
"137",274,"Dr. Jekyll and Mr. Hyde (1931) dir. Rouben Mamoulian","even","1931"
"138",276,"Dr. Mabuse the Gambler (1922) dir. Fritz Lang","even","1922"
"139",278,"Don (1978) dir. Chandra Barot","even","1978"
"140",280,"A Dog of Flanders (1959) dir. James B. Clark","even","1959"
"141",282,"The Picture of Dorian Gray (1945) dir. Albert Lewin","even","1945"
"142",284,"De Lift (1983) dir. Dick Maas","even","1983"
"143",286,"Boudu sauvé des eaux (1932) dir. Jean Renoir","even","1932"
"144",288,"Here Comes Mr. Jordan (1941) dir. Alexander Hall","even","1941"
"145",290,"Dreaming Lips (1932) dir. Paul Czinner","even","1932"
"146",292,"Dumbo (1941) dir. Ben Sharpsteen","even","1941"
"147",294,"Sigaw (2004) dir. Yam Laranas","even","2004"
"148",296,"Louis 19, King of the Airwaves (Louis 19, le roi des ondes) (1994) dir. Michel Poulette","even","1994"
"149",298,"Groundhog Day (1993) dir. Harold Ramis","even","1993"
"150",300,"Chinthamani Kolacase (2006) dir. Shaji Kailas","even","2006"
"151",302,"Endless Love (1981) dir. Franco Zeffirelli
Based on the novel by Scott Spencer","even","1981"
"152",304,"Maskerade (1934) dir. Willi Forst","even","1934"
"153",306,"The Evil Dead (1981) dir. Sam Raimi","even","1981"
"154",308,"The Eye (2002) dir. Oxide Pang & Danny Pang","even","2002"
"155",310,"A Trip to the Moon (1902) dir. Georges Méliès","even","1902"
"156",312,"The Ten Commandments (1923) dir. Cecil B. Demille","even","1923"
"157",314,"Das Experiment (2001) dir. Oliver Hirschbiegel","even","2001"
"158",316,"Fame (1980) dir. Alan Parker","even","1980"
"159",318,"Diversion (1980) dir. James Dearden","even","1980"
"160",320,"Father of the Bride (1950) dir. Vincente Minnelli
Based on the novel by Edward Streeter","even","1950"
"161",322,"Les Compères (1983) dir. Francis Veber","even","1983"
"162",324,"FC Venus (2005) dir. Joona Tena","even","2005"
"163",326,"Kiss of Death (1947) dir. Henry Hathaway","even","1947"
"164",328,"The Firm (1988) dir. Alan Clarke","even","1988"
"165",330,"Yojimbo (1961) dir. Akira Kurosawa","even","1961"
"166",332,"Five Came Back (1939) dir. John Farrow","even","1939"
"167",334,"Flatliners (1990) dir. Joel Schumacher","even","1990"
"168",336,"The Defiant Ones (1958) dir. Stanley Kramer","even","1958"
"169",338,"The Flight of the Phoenix (1965) Robert Aldrich
Based on the novel by Elleston Trevor","even","1965"
"170",340,"Flipper (1963) dir. James B. Clark","even","1963"
"171",342,"A Story of Floating Weeds (1934) dir. Yasujirō Ozu","even","1934"
"172",344,"The Absent-Minded Professor (1961) dir. Robert Stevenson","even","1961"
"173",346,"The Fly (1958) dir. Kurt Neumann","even","1958"
"174",348,"The Fog (1980) dir. John Carpenter","even","1980"
"175",350,"Footloose (1984) dir. Herbert Ross","even","1984"
"176",352,"The Golden Chance (1915) dir. Cecil B. DeMille","even","1915"
"177",354,"Four Sons (1928) dir. John Ford","even","1928"
"178",356,"Freaky Friday (1976) dir. Gary Nelson
Based on the novel by Mary Rodgers","even","1976"
"179",358,"Tap Roots (1948) dir. George Marshall","even","1948"
"180",360,"Friday the 13th (1980) dir. Sean S. Cunningham","even","1980"
"181",362,"Fright Night (1985) dir. Tom Holland","even","1985"
"182",364,"The Front Page (1931) dir. Lewis Milestone","even","1931"
"183",366,"Fun with Dick and Jane (1977) dir. Ted Kotcheff","even","1977"
"184",368,"Funny Games (1997) dir. Michael Haneke","even","1997"
"185",370,"Waterloo Bridge (1931) dir. James Whale
Based on the play by Robert E. Sherwood","even","1931"
"186",372,"Gambit (1966) dir. Ronald Neame","even","1966"
"187",374,"The Gambler (1974) dir. Karel Reisz
Based upon the short novel by Fyodor Dostoyevsky","even","1974"
"188",376,"Gaslight (1940) dir. Thorold Dickinson","even","1940"
"189",378,"Get Carter (1971) dir. Mike Hodges","even","1971"
"190",380,"Catherine the Last (1936) dir. Henry Koster","even","1936"
"191",382,"Kaakha Kaakha (2003) dir. Gautham Menon","even","2003"
"192",384,"Ghostbusters (1984) dir. Ivan Reitman","even","1984"
"193",386,"Don't Look Up (1996) dir. Hideo Nakata","even","1996"
"194",388,"Gloria (1980) dir. John Cassavetes","even","1980"
"195",390,"Gojira (1954) dir. Ishirō Honda","even","1954"
"196",392,"Going in Style (1979) dir. Martin Brest","even","1979"
"197",394,"Gone in 60 Seconds (1974) dir. H. B. Halicki","even","1974"
"198",396,"The Goodbye Girl (1977) dir. Herbert Ross","even","1977"
"199",398,"The Good Companions (1933) dir. Victor Saville","even","1933"
"200",400,"I Was Born, But... (1932) dir. Yasujirō Ozu","even","1932"
"201",402,"Bob le flambeur (1956) dir. Jean-Pierre Melville","even","1956"
"202",404,"Flaming Guns (1932) dir. Arthur Rosson","even","1932"
"203",406,"The Great Train Robbery (1903) dir. Edwin S. Porter","even","1903"
"204",408,"Ju-on: The Grudge (2003) dir. Takashi Shimizu","even","2003"
"205",410,"Guess Who's Coming to Dinner (1967) dir. Stanley Kramer","even","1967"
"206",412,"Halloween (1978) dir. John Carpenter","even","1978"
"207",414,"The Beast with Five Fingers (1946) dir. Robert Florey","even","1946"
"208",416,"La bonne année (1973) dir. Claude Lelouch","even","1973"
"209",418,"Harakiri (1962) dir. Masaki Kobayashi","even","1962"
"210",420,"The Hasty Heart (1949) dir. Vincent Sherman","even","1949"
"211",422,"The Phantom City (1928) dir. Albert S. Rogell","even","1928"
"212",424,"The Haunting (1963) dir. Robert Wise","even","1963"
"213",426,"Hodet over vannet (1993) dir. Nils Gaup","even","1993"
"214",428,"The Heartbreak Kid (1972) dir. Elaine May
Based on the short story A Change of Plan by Bruce Jay Friedman","even","1972"
"215",430,"L.A. Takedown (1989) dir. Michael Mann","even","1989"
"216",432,"Her Majesty the Barmaid (1931) dir. Joe May","even","1931"
"217",434,"High Noon (1952) dir. Fred Zinnemann","even","1952"
"218",436,"The Philadelphia Story (1940) dir. George Cukor","even","1940"
"219",438,"The Hills Have Eyes (1977) dir. Wes Craven","even","1977"
"220",440,"The Hitcher (1986) dir. Robert Harmon","even","1986"
"221",442,"Holiday (1930) dir. Edward H. Griffith","even","1930"
"222",444,"The Incredible Journey (1963) dir. Fletcher Markle
Based on the novel by Sheila Burnford","even","1963"
"223",446,"Hoodman Blind (1913) dir. James Gordon","even","1913"
"224",448,"House on Haunted Hill (1959) dir. William Castle","even","1959"
"225",450,"Mystery of the Wax Museum (1933) dir. Michael Curtiz","even","1933"
"226",452,"How to Make a Monster (1958) dir. Herbert L. Strock","even","1958"
"227",454,"The Adventures of Huckleberry Finn (1939) dir. Richard Thorpe","even","1939"
"228",456,"The Hurricane (1937) dir. John Ford
Based on the novel by Charles Nordhoff and James Norman Hall","even","1937"
"229",458,"The Last Man on Earth (1964) dir. Ubaldo Ragona and Sidney Salkow
Based on the novel I Am Legend by Richard Matheson","even","1964"
"230",460,"High Sierra (1941) dir. Raoul Walsh","even","1941"
"231",462,"I Married a Monster from Outer Space (1958) dir. Gene Fowler Jr.","even","1958"
"232",464,"I Saw What You Did (1965) dir. William Castle","even","1965"
"233",466,"I Spit on Your Grave (1978) dir. Meir Zarchi","even","1978"
"234",468,"I Want to Live! (1958) dir. Robert Wise","even","1958"
"235",470,"Ice Castles (1978) dir. Donald Wrye","even","1978"
"236",472,"Premier rendez-vous (1941) dir. Henri Decoin","even","1941"
"237",474,"The Shop Around the Corner (1940) dir. Ernst Lubitsch","even","1940"
"238",476,"Terminal Station (1953) dir. Vittorio De Sica","even","1953"
"239",478,"The Initiation of Sarah (1978) dir. Robert Day","even","1978"
"240",480,"The In-Laws (1979) dir. Arthur Hiller","even","1979"
"241",482,"Insomnia (1997) dir. Erik Skjoldbjærg","even","1997"
"242",484,"Les choses de la vie (1970) dir. Claude Sautet","even","1970"
"243",486,"Intermezzo (1936) dir. Gösta Stevens","even","1936"
"244",488,"Interview (2003) dir. Theo van Gogh","even","2003"
"245",490,"Invaders from Mars (1953) dir. William Cameron Menzies","even","1953"
"246",492,"Invasion of the Body Snatchers (1956) dir. Don Siegel","even","1956"
"247",494,"Irma la Douce (1963) dir. Billy Wilder","even","1963"
"248",496,"Rashomon (1950) dir. Akira Kurosawa","even","1950"
"249",498,"The Italian Job (1969) dir. Peter Collinson","even","1969"
"250",500,"The Golem (1920) dir. Paul Wegener","even","1920"
"251",502,"It's Alive (1974) dir. Larry Cohen","even","1974"
"252",504,"The Last Man on Earth (1924) dir. John G. Blystone","even","1924"
"253",506,"J'accuse (1919) dir. Abel Gance","even","1919"
"254",508,"The Day of the Jackal (1973) dir. Fred Zinnemann
Based on the novel by Frederick Forsyth","even","1973"
"255",510,"Jacob the Liar (1975) dir. Frank Beyer","even","1975"
"256",512,"The Jazz Singer (1927) dir. Alan Crosland
Based on the play by Samson Raphaelson","even","1927"
"257",514,"Jigoku (1960) dir. Nobuo Nakagawa","even","1960"
"258",516,"Journey into Fear (1943) dir. Norman Foster
Based on the novel by Eric Ambler","even","1943"
"259",518,"The Jungle Book (1967) dir. Wolfgang Reitherman","even","1967"
"260",520,"Un indien dans la ville (1994) dir. Hervé Palud","even","1994"
"261",522,"Juno and the Paycock (1930) dir. Alfred Hitchcock","even","1930"
"262",524,"Les Visiteurs (1993) dir. Jean-Marie Poiré","even","1993"
"263",526,"Nihon Chinbotsu (1973) dir. Shirô Moritani","even","1973"
"264",528,"The Karate Kid (1984) dir. John G. Avildsen","even","1984"
"265",530,"The Milky Way (1936) dir. Leo McCarey","even","1936"
"266",532,"King Kong (1933) dir. Merian C. Cooper & Ernest B. Schoedsack","even","1933"
"267",534,"King Solomon's Mines (1937) dir. Robert Stevenson","even","1937"
"268",536,"A Connecticut Yankee in King Arthur's Court (1921) dir. Emmett J. Flynn","even","1921"
"269",538,"A Kiss Before Dying (1956) dir. Gerd Oswald
Based on the novel by Ira Levin","even","1956"
"270",540,"Dona Flor e Seus Dois Maridos (1976) dir. Bruno Barreto","even","1976"
"271",542,"Kiss of Death (1947) dir. Henry Hathaway","even","1947"
"272",544,"Death Game (1977) dir. Peter S. Traynor","even","1977"
"273",546,"Séance on a Wet Afternoon (1964) dir. Bryan Forbes","even","1964"
"274",548,"The Ladykillers (1955) dir. Alexander Mackendrick","even","1955"
"275",550,"The Lady Vanishes (1938) dir. Alfred Hitchcock","even","1938"
"276",552,"The Land That Time Forgot (1975) dir. Kevin Connor
Based on the 1918 novel of the same name by Edgar Rice Burroughs","even","1975"
"277",554,"Il Mare (2000) dir. Lee Hyun-seung","even","2000"
"278",556,"Last Holiday (1950) dir. Henry Cass","even","1950"
"279",558,"The Virgin Spring (1960) dir. Ingmar Bergman","even","1960"
"280",560,"L'ultimo bacio (2001)","even","2001"
"281",562,"Yojimbo (1961) dir. Akira Kurosawa","even","1961"
"282",564,"The Last of Mrs. Cheyney (1929) dir. Sidney Franklin","even","1929"
"283",566,"Angora Love (1929) dir. Lewis R. Foster","even","1929"
"284",568,"Let The Right One In (2008) dir. Tomas Alfredson
Based on the 2004 novel Let the Right One In by John Ajvide Lindqvist","even","2008"
"285",570,"Libeled Lady (1936) dir. Jack Conway","even","1936"
"286",572,"Lifeboat (1944) dir. Alfred Hitchcock","even","1944"
"287",574,"The Little Foxes (1941) dir. William Wyler","even","1941"
"288",576,"Little Fugitive (1953) dir. Ray Ashley","even","1953"
"289",578,"Little Miss Marker (1934) dir. Alexander Hall
Based on a short story by Damon Runyon","even","1934"
"290",580,"Little Shop of Horrors (1960) dir. Roger Corman","even","1960"
"291",582,"The Lodger (1927) dir. Alfred Hitchcock","even","1927"
"292",584,"Loft (2008) dir. Erik Van Looy","even","2008"
"293",586,"LOL (Laughing Out Loud) (2008) dir. Lisa Azuelos","even","2008"
"294",588,"The Longest Yard (1974) dir. Robert Aldrich","even","1974"
"295",590,"His Royal Slyness (1920) dir. Hal Roach","even","1920"
"296",592,"The Long, Hot Summer (1958) dir. Martin Ritt","even","1958"
"297",594,"Le Jour se lève (1939) dir. Marcel Carné","even","1939"
"298",596,"Lost Horizon (1937) dir. Frank Capra","even","1937"
"299",598,"Lost Patrol (1929) dir. Walter Summers","even","1929"
"300",600,"Love Affair (1939) dir. Leo McCarey","even","1939"
"301",602,"Can’t Buy Me Love (1987) dir. Steve Rash","even","1987"
"302",604,"Swamp Water (1941) dir. Jean Renoir","even","1941"
"303",606,"M (1931) dir. Fritz Lang","even","1931"
"304",608,"Mädchen in Uniform (1931) dir. Leontine Sagan","even","1931"
"305",610,"Pampered Youth (1925) dir. David Smith","even","1925"
"306",612,"Seven Samurai (1954) dir. Akira Kurosawa","even","1954"
"307",614,"I Am Sam (2001) dir. Jessie Nelson","even","2001"
"308",616,"The Private War of Major Benson (1955) dir. Jerry Hopper","even","1955"
"309",618,"The Maltese Falcon (1931) dir. Roy Del Ruth","even","1931"
"310",620,"The Walking Dead (1936) dir. Michael Curtiz","even","1936"
"311",622,"Le Grand Blond avec une chaussure noire (1972) dir. Yves Robert","even","1972"
"312",624,"The Man Without a Country (1917) dir. Ernest C. Warde","even","1917"
"313",626,"The Man Who Knew Too Much (1934) dir. Alfred Hitchcock","even","1934"
"314",628,"The Man Who Loved Women (1977) dir. François Truffaut","even","1977"
"315",630,"The Manchurian Candidate (1962) dir. John Frankenheimer","even","1962"
"316",632,"Manichitrathazhu (1993) dir. Fazil","even","1993"
"317",634,"Marcelino Pan y Vino (1955) dir. Ladislao Vajda","even","1955"
"318",636,"Life Is a Dog (1933) dir. Martin Frič","even","1933"
"319",638,"Marilyn Hotchkiss' Ballroom Dancing and Charm School (1990)","even","1990"
"320",640,"London After Midnight (1927) dir. Tod Browning","even","1927"
"321",642,"The Three Godfathers (1916) dir. Edward LeSaint","even","1916"
"322",644,"Martyrs (2008) dir. Pascal Laugier","even","2008"
"323",646,"The Mysterious Dr. Fu Manchu (1929) dir. Rowland V. Lee","even","1929"
"324",648,"Midnight (1939) dir. Mitchell Leisen","even","1939"
"325",650,"The Mechanic (1972) dir. Michael Winner","even","1972"
"326",652,"Death Takes a Holiday (1934) dir. Mitchell Leisen
Based on the play by Alberto Casella","even","1934"
"327",654,"Meet Me in St. Louis (1944) dir. Vincente Minnelli","even","1944"
"328",656,"La vie continue (1981) dir. Moshé Mizrahi","even","1981"
"329",658,"It's a Wonderful Life (1946) dir. Frank Capra","even","1946"
"330",660,"Bicycle Thieves (1948) dir. Vittorio De Sica","even","1948"
"331",662,"Mighty Joe Young (1949) dir. Ernest B. Schoedsack","even","1949"
"332",664,"Miracle on 34th Street (1947) dir. George Seaton","even","1947"
"333",666,"The Miracle Man (1919) dir. George Loane Tucker","even","1919"
"334",668,"Le Mariage a Deux Faces (1959) dir. André Cayatte","even","1959"
"335",670,"Into the Mirror (2003) dir. Sung-ho Kim","even","2003"
"336",672,"Miss Granny (2014) dir. Hwang Dong-hyuk","even","2014"
"337",674,"Cat-Women of the Moon (1953) dir. Arthur Hilton","even","1953"
"338",676,"Le Père Noël est une ordure (1982) dir. Jean-Marie Poiré","even","1982"
"339",678,"Red Dust (1932) dir. Victor Fleming","even","1932"
"340",680,"Mr. Blandings Builds His Dream House (1948) dir. H. C. Potter","even","1948"
"341",682,"The Monkey's Paw (1933) dir. Ernest B. Schoedsack","even","1933"
"342",684,"Go and Get It (1920) dir. Marshall Neilan","even","1920"
"343",686,"The Magnificent Fraud (1939) dir. Robert Florey","even","1939"
"344",688,"Mother's Day (1980) dir. Charles Kaufman","even","1980"
"345",690,"My Favorite Wife (1940) dir. Garson Kanin","even","1940"
"346",692,"Mr. Deeds Goes to Town (1936) dir. Frank Capra","even","1936"
"347",694,"The Mummy (1932) dir. Karl Freund","even","1932"
"348",696,"Munna Bhai M.B.B.S. (2003) dir. Rajkumar Hirani","even","2003"
"349",698,"My Bloody Valentine (1981) dir. George Mihalka","even","1981"
"350",700,"Mon père, ce héros (1991) dir. Gérard Lauzier","even","1991"
"351",702,"My Man Godfrey (1936) dir. Gregory La Cava","even","1936"
"352",704,"Pygmalion (1938) dir. Anthony Asquith and Leslie Howard","even","1938"
"353",706,"Yeopgijeogin geunyeo (2001) dir. Jae-young Kwak","even","2001"
"354",708,"Autograph (2004) dir. Cheran","even","2004"
"355",710,"The Eye (2002) dir. Oxide Pang","even","2002"
"356",712,"The Narrow Margin (1952) dir. Richard Fleischer","even","1952"
"357",714,"Anything for Her (2008) dir. Fred Cavayé","even","2008"
"358",716,"Night and the City (1950) dir. Jules Dassin","even","1950"
"359",718,"Night Must Fall (1937) dir. Richard Thorpe","even","1937"
"360",720,"A Nightmare on Elm Street (1984) dir. Wes Craven","even","1984"
"361",722,"Night of the Demons (1988) dir. Kevin S. Tenney","even","1988"
"362",724,"Night of the Living Dead (1968) dir. George A. Romero","even","1968"
"363",726,"Nattevagten (1994) dir. Ole Bornedal","even","1994"
"364",728,"Neuf mois (1994) dir. Patrick Braoudé","even","1994"
"365",730,"Mostly Martha (2001) dir. Sandra Nettelbeck","even","2001"
"366",732,"Nosferatu (1922) dir. F.W. Murnau","even","1922"
"367",734,"The Big Clock (1948) dir. John Farrow
Based on the novel by Kenneth Fearing","even","1948"
"368",736,"Not of This Earth (1957) dir. Roger Corman","even","1957"
"369",738,"Notorious (1946) dir. Alfred Hitchcock","even","1946"
"370",740,"Naadodigal (2009) dir. Samuthirakani","even","2009"
"371",742,"Nueve Reinas (2000) dir. Fabián Bielinsky","even","2000"
